Nummer;Score;Bewertungen;Land;Vorwahl;Suchanfragen;Anruftyp;Anrufname;Vorwahlname;Deeplink;CallerTypeId
+4940855988164;8;22;49;40;1796;Aggressive Werbung;Stromanbieter;Hamburg;https://www.tellows.de/num/040940855988164;5;
017617688840061;7;34;49;176;27244;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/017617688840061;5;
+4917688840061;7;34;49;176;27244;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/017617688840061;5;
021121174075529;8;10;49;211;1396;Telefonterror;;Düsseldorf;https://www.tellows.de/num/021121174075529;7;
+4921174075529;8;10;49;211;1396;Telefonterror;;Düsseldorf;https://www.tellows.de/num/021121174075529;7;
020820888025880;8;11;49;208;1522;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025880;7;
+4920888025880;8;11;49;208;1522;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025880;7;
089989896794611;9;14;49;89;715;Telefonterror;Stromwixer;München;https://www.tellows.de/num/089989896794611;7;
+4989896794611;9;14;49;89;715;Telefonterror;Stromwixer;München;https://www.tellows.de/num/089989896794611;7;
0049402850430050;8;212;49;40;210527;Inkassounternehmen;EOS Inkasso;Hamburg;https://www.tellows.de/num/0049402850430050;4;
0402850430050;8;212;49;40;210527;Inkassounternehmen;EOS Inkasso;Hamburg;https://www.tellows.de/num/0049402850430050;4;
051151137000601;8;113;49;511;34164;Inkassounternehmen;Culpa Inkasso GmbH;Hannover;https://www.tellows.de/num/051151137000601;4;
+4951137000601;8;113;49;511;34164;Inkassounternehmen;Culpa Inkasso GmbH;Hannover;https://www.tellows.de/num/051151137000601;4;
004925159684990;7;154;49;251;65844;Meinungsforschung;Krämer Marktforschung;Münster;https://www.tellows.de/num/004925159684990;6;
025159684990;7;154;49;251;65844;Meinungsforschung;Krämer Marktforschung;Münster;https://www.tellows.de/num/004925159684990;6;
071171128695660;9;13;49;711;2086;Ping Anruf;;Stuttgart;https://www.tellows.de/num/071171128695660;10;
+4971128695660;9;13;49;711;2086;Ping Anruf;;Stuttgart;https://www.tellows.de/num/071171128695660;10;
017617688840125;7;8;49;176;5494;Aggressive Werbung;o2;O2 (Germany);https://www.tellows.de/num/017617688840125;5;
+4917688840125;7;8;49;176;5494;Aggressive Werbung;o2;O2 (Germany);https://www.tellows.de/num/017617688840125;5;
041411414183458;8;10;49;4141;1179;Aggressive Werbung;Energie Anruf;Stade;https://www.tellows.de/num/041411414183458;5;
+4941414183458;8;10;49;4141;1179;Aggressive Werbung;Energie Anruf;Stade;https://www.tellows.de/num/041411414183458;5;
+31645451413;8;5;31;64;1829;Telefonterror;;Mobiele nummers;https://www.tellows.de/num/%2B31645451413;7;
004920124677176;8;13;49;201;18729;Inkassounternehmen;Postbank;Essen;https://www.tellows.de/num/004920124677176;4;
020124677176;8;13;49;201;18729;Inkassounternehmen;Postbank;Essen;https://www.tellows.de/num/004920124677176;4;
020820888025884;8;10;49;208;1432;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025884;7;
+4920888025884;8;10;49;208;1432;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025884;7;
01575575396090;8;9;49;1575;951;Gewinnspiel;Velkana Zentrum;E-Plus;https://www.tellows.de/num/01575575396090;3;
+491575396090;8;9;49;1575;951;Gewinnspiel;Velkana Zentrum;E-Plus;https://www.tellows.de/num/01575575396090;3;
004969583014141;8;41;49;69;33803;Telefonterror;Deutsche Bank;Frankfurt am Main;https://www.tellows.de/num/004969583014141;7;
069583014141;8;41;49;69;33803;Telefonterror;Deutsche Bank;Frankfurt am Main;https://www.tellows.de/num/004969583014141;7;
068258259340615;7;15;49;6825;892;Telefonterror;Spam Anruf;Illingen Saar;https://www.tellows.de/num/068258259340615;7;
+4968259340615;7;15;49;6825;892;Telefonterror;Spam Anruf;Illingen Saar;https://www.tellows.de/num/068258259340615;7;
041411414159747;8;4;49;4141;1461;Telefonterror;;Stade;https://www.tellows.de/num/041411414159747;7;
+4941414159747;8;4;49;4141;1461;Telefonterror;;Stade;https://www.tellows.de/num/041411414159747;7;
044144135021627;8;12;49;441;6143;Telefonterror;EWE;Oldenburg (Oldb);https://www.tellows.de/num/044144135021627;7;
+4944135021627;8;12;49;441;6143;Telefonterror;EWE;Oldenburg (Oldb);https://www.tellows.de/num/044144135021627;7;
004944135021613;7;27;49;441;16152;Aggressive Werbung;EWE;Oldenburg (Oldb);https://www.tellows.de/num/004944135021613;5;
044135021613;7;27;49;441;16152;Aggressive Werbung;EWE;Oldenburg (Oldb);https://www.tellows.de/num/004944135021613;5;
0049723139792190;8;246;49;7231;75343;Aggressive Werbung;Datenschutz Aktuell;Pforzheim;https://www.tellows.de/num/0049723139792190;5;
0723139792190;8;246;49;7231;75343;Aggressive Werbung;Datenschutz Aktuell;Pforzheim;https://www.tellows.de/num/0049723139792190;5;
041411414183633;8;9;49;4141;1515;Vermarkter Hotline;Strom Anbieter;Stade;https://www.tellows.de/num/041411414183633;9;
+4941414183633;8;9;49;4141;1515;Vermarkter Hotline;Strom Anbieter;Stade;https://www.tellows.de/num/041411414183633;9;
0049511533568747;7;18;49;511;8741;Ping Anruf;KKH - Krankenkasse;Hannover;https://www.tellows.de/num/0049511533568747;10;
0511533568747;7;18;49;511;8741;Ping Anruf;KKH - Krankenkasse;Hannover;https://www.tellows.de/num/0049511533568747;10;
03093022389732;8;4;49;30;1727;Aggressive Werbung;;Berlin;https://www.tellows.de/num/03093022389732;5;
+493022389732;8;4;49;30;1727;Aggressive Werbung;;Berlin;https://www.tellows.de/num/03093022389732;5;
021661666341951;8;18;49;2166;1585;Vermarkter Hotline;Gesundheitsvorsorge;Mönchengladbach-Rheydt;https://www.tellows.de/num/021661666341951;9;
+4921666341951;8;18;49;2166;1585;Vermarkter Hotline;Gesundheitsvorsorge;Mönchengladbach-Rheydt;https://www.tellows.de/num/021661666341951;9;
004917688840104;7;31;49;176;12436;Vermarkter Hotline;Blau/ O2;O2 (Germany);https://www.tellows.de/num/004917688840104;9;
017688840104;7;31;49;176;12436;Vermarkter Hotline;Blau/ O2;O2 (Germany);https://www.tellows.de/num/004917688840104;9;
015515510745354;9;10;49;155;892;Ping Anruf;Lotto-Verwaltung;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510745354;10;
+4915510745354;9;10;49;155;892;Ping Anruf;Lotto-Verwaltung;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510745354;10;
089989896794969;8;3;49;89;1228;SMS Spam;;München;https://www.tellows.de/num/089989896794969;11;
+4989896794969;8;3;49;89;1228;SMS Spam;;München;https://www.tellows.de/num/089989896794969;11;
017617627820584;9;9;49;176;886;Ping Anruf;Irgendwas mit NBW oder so;O2 (Germany);https://www.tellows.de/num/017617627820584;10;
+4917627820584;9;9;49;176;886;Ping Anruf;Irgendwas mit NBW oder so;O2 (Germany);https://www.tellows.de/num/017617627820584;10;
004961289854100;8;369;49;6128;126071;Meinungsforschung;RILATON GMBH;Taunusstein;https://www.tellows.de/num/004961289854100;6;
061289854100;8;369;49;6128;126071;Meinungsforschung;RILATON GMBH;Taunusstein;https://www.tellows.de/num/004961289854100;6;
017617688840095;7;21;49;176;11922;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/017617688840095;5;
+4917688840095;7;21;49;176;11922;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/017617688840095;5;
015225228551892;8;25;49;1522;3236;Aggressive Werbung;Maklervermittlung Schneider;Vodafone;https://www.tellows.de/num/015225228551892;5;
+4915228551892;8;25;49;1522;3236;Aggressive Werbung;Maklervermittlung Schneider;Vodafone;https://www.tellows.de/num/015225228551892;5;
004921612777997;8;55;49;2161;30440;Kostenfalle;Telekom;Mönchengladbach;https://www.tellows.de/num/004921612777997;8;
021612777997;8;55;49;2161;30440;Kostenfalle;Telekom;Mönchengladbach;https://www.tellows.de/num/004921612777997;8;
051151171109020;8;124;49;511;48305;Aggressive Werbung;angeblich Telekom;Hannover;https://www.tellows.de/num/051151171109020;5;
+4951171109020;8;124;49;511;48305;Aggressive Werbung;angeblich Telekom;Hannover;https://www.tellows.de/num/051151171109020;5;
015215237306706;8;51;49;152;42964;Aggressive Werbung;Mobilcom;Vodafone;https://www.tellows.de/num/015215237306706;5;
+4915237306706;8;51;49;152;42964;Aggressive Werbung;Mobilcom;Vodafone;https://www.tellows.de/num/015215237306706;5;
015755751549416;7;9;49;1575;1505;Telefonterror;;E-Plus;https://www.tellows.de/num/015755751549416;7;
+4915751549416;7;9;49;1575;1505;Telefonterror;;E-Plus;https://www.tellows.de/num/015755751549416;7;
020820888025886;8;7;49;208;1363;Kostenfalle;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025886;8;
+4920888025886;8;7;49;208;1363;Kostenfalle;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025886;8;
030930330750505;8;22;49;30;1084;Aggressive Werbung;;Berlin;https://www.tellows.de/num/030930330750505;5;
+4930330750505;8;22;49;30;1084;Aggressive Werbung;;Berlin;https://www.tellows.de/num/030930330750505;5;
08008003311204;8;11;49;800;3902;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003311204;7;
+498003311204;8;11;49;800;3902;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003311204;7;
0211211737101532;8;3;49;211;5770;Inkassounternehmen;;Düsseldorf;https://www.tellows.de/num/0211211737101532;4;
+49211737101532;8;3;49;211;5770;Inkassounternehmen;;Düsseldorf;https://www.tellows.de/num/0211211737101532;4;
030930330750176;7;4;49;30;941;Vermarkter Hotline;;Berlin;https://www.tellows.de/num/030930330750176;9;
+4930330750176;7;4;49;30;941;Vermarkter Hotline;;Berlin;https://www.tellows.de/num/030930330750176;9;
017617688840103;8;23;49;176;12150;Aggressive Werbung;o2;O2 (Germany);https://www.tellows.de/num/017617688840103;5;
+4917688840103;8;23;49;176;12150;Aggressive Werbung;o2;O2 (Germany);https://www.tellows.de/num/017617688840103;5;
015888888645321;8;9;49;15888;889;Aggressive Werbung;angeblich Firma Enpal;TelcoVillage GmbH;https://www.tellows.de/num/015888888645321;5;
+4915888645321;8;9;49;15888;889;Aggressive Werbung;angeblich Firma Enpal;TelcoVillage GmbH;https://www.tellows.de/num/015888888645321;5;
020820888025883;8;5;49;208;1722;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025883;7;
+4920888025883;8;5;49;208;1722;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025883;7;
020820888025889;8;11;49;208;2210;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025889;7;
+4920888025889;8;11;49;208;2210;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025889;7;
04094085599290;8;22;49;40;1058;Aggressive Werbung;04085599290;Hamburg;https://www.tellows.de/num/04094085599290;5;
+494085599290;8;22;49;40;1058;Aggressive Werbung;04085599290;Hamburg;https://www.tellows.de/num/04094085599290;5;
00493046690444;7;21;49;30;17042;Meinungsforschung;Meinungsforschung;Berlin;https://www.tellows.de/num/00493046690444;6;
03046690444;7;21;49;30;17042;Meinungsforschung;Meinungsforschung;Berlin;https://www.tellows.de/num/00493046690444;6;
015515510891639;8;7;49;155;914;Kostenfalle;KOP United;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510891639;8;
+4915510891639;8;7;49;155;914;Kostenfalle;KOP United;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510891639;8;
01621621012722;8;3;49;162;717;Telefonterror;;Vodafone;https://www.tellows.de/num/01621621012722;7;
+491621012722;8;3;49;162;717;Telefonterror;;Vodafone;https://www.tellows.de/num/01621621012722;7;
041411414183411;8;6;49;4141;1389;Aggressive Werbung;Energie Anruf;Stade;https://www.tellows.de/num/041411414183411;5;
+4941414183411;8;6;49;4141;1389;Aggressive Werbung;Energie Anruf;Stade;https://www.tellows.de/num/041411414183411;5;
0049891247111346;7;1244;49;89;966594;Meinungsforschung;TNS Infratest;München;https://www.tellows.de/num/0049891247111346;6;
0891247111346;7;1244;49;89;966594;Meinungsforschung;TNS Infratest;München;https://www.tellows.de/num/0049891247111346;6;
021121195588953;8;10;49;211;5106;Aggressive Werbung;Rheinische Post;Düsseldorf;https://www.tellows.de/num/021121195588953;5;
+4921195588953;8;10;49;211;5106;Aggressive Werbung;Rheinische Post;Düsseldorf;https://www.tellows.de/num/021121195588953;5;
04094085599218;8;9;49;40;867;Ping Anruf;unseriöser Anbieter;Hamburg;https://www.tellows.de/num/04094085599218;10;
+494085599218;8;9;49;40;867;Ping Anruf;unseriöser Anbieter;Hamburg;https://www.tellows.de/num/04094085599218;10;
030930330750500;8;23;49;30;1002;Telefonterror;Telefonterror;Berlin;https://www.tellows.de/num/030930330750500;7;
+4930330750500;8;23;49;30;1002;Telefonterror;Telefonterror;Berlin;https://www.tellows.de/num/030930330750500;7;
01601605289024;8;27;49;160;5481;Telefonterror;angeblich Telekom;T-Mobile;https://www.tellows.de/num/01601605289024;7;
+491605289024;8;27;49;160;5481;Telefonterror;angeblich Telekom;T-Mobile;https://www.tellows.de/num/01601605289024;7;
072172118122022;8;7;49;721;2868;Telefonterror;Angeblich 1&1;Karlsruhe;https://www.tellows.de/num/072172118122022;7;
+4972118122022;8;7;49;721;2868;Telefonterror;Angeblich 1&1;Karlsruhe;https://www.tellows.de/num/072172118122022;7;
02212214710030;8;15;49;221;1852;Ping Anruf;Angeblich Viessmann;Köln;https://www.tellows.de/num/02212214710030;10;
+492214710030;8;15;49;221;1852;Ping Anruf;Angeblich Viessmann;Köln;https://www.tellows.de/num/02212214710030;10;
0800800664894090;8;8;49;800;1112;Aggressive Werbung;Handy;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894090;5;
+49800664894090;8;8;49;800;1112;Aggressive Werbung;Handy;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894090;5;
00494028504366;8;33;49;40;17155;Inkassounternehmen;EOS;Hamburg;https://www.tellows.de/num/00494028504366;4;
04028504366;8;33;49;40;17155;Inkassounternehmen;EOS;Hamburg;https://www.tellows.de/num/00494028504366;4;
023423495709960;8;14;49;234;1001;Ping Anruf;TEKO Vertrieb;Bochum;https://www.tellows.de/num/023423495709960;10;
+4923495709960;8;14;49;234;1001;Ping Anruf;TEKO Vertrieb;Bochum;https://www.tellows.de/num/023423495709960;10;
00498007246818;8;38;49;800;24182;Telefonterror;im Auftrag der Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498007246818;7;
08007246818;8;38;49;800;24182;Telefonterror;im Auftrag der Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498007246818;7;
021121195588501;8;8;49;211;721;Telefonterror;Schon wieder Düsseldorf!!!;Düsseldorf;https://www.tellows.de/num/021121195588501;7;
+4921195588501;8;8;49;211;721;Telefonterror;Schon wieder Düsseldorf!!!;Düsseldorf;https://www.tellows.de/num/021121195588501;7;
00498003000018;8;48;49;800;25552;Aggressive Werbung;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498003000018;5;
08003000018;8;48;49;800;25552;Aggressive Werbung;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498003000018;5;
00493083793600;8;22;49;30;16692;Telefonterror;Outfittery;Berlin;https://www.tellows.de/num/00493083793600;7;
03083793600;8;22;49;30;16692;Telefonterror;Outfittery;Berlin;https://www.tellows.de/num/00493083793600;7;
015145146654165;9;12;49;1514;4039;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/015145146654165;7;
+4915146654165;9;12;49;1514;4039;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/015145146654165;7;
071171132066230;8;8;49;711;5513;Aggressive Werbung;Aggressive Werbung;Stuttgart;https://www.tellows.de/num/071171132066230;5;
+4971132066230;8;8;49;711;5513;Aggressive Werbung;Aggressive Werbung;Stuttgart;https://www.tellows.de/num/071171132066230;5;
01741745601131;8;33;49;174;5013;Gewinnspiel;SDP - Gewinnspiele;Vodafone;https://www.tellows.de/num/01741745601131;3;
+491745601131;8;33;49;174;5013;Gewinnspiel;SDP - Gewinnspiele;Vodafone;https://www.tellows.de/num/01741745601131;3;
030930235978642;8;7;49;30;928;Aggressive Werbung;PV Verkauf;Berlin;https://www.tellows.de/num/030930235978642;5;
+4930235978642;8;7;49;30;928;Aggressive Werbung;PV Verkauf;Berlin;https://www.tellows.de/num/030930235978642;5;
00498008885571;7;50;49;800;51671;Aggressive Werbung;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498008885571;5;
08008885571;7;50;49;800;51671;Aggressive Werbung;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498008885571;5;
020120137927602;7;28;49;201;4699;Aggressive Werbung;Ungefragt Autohandel;Essen;https://www.tellows.de/num/020120137927602;5;
+4920137927602;7;28;49;201;4699;Aggressive Werbung;Ungefragt Autohandel;Essen;https://www.tellows.de/num/020120137927602;5;
041411414159695;7;4;49;4141;1427;Aggressive Werbung;Go Energy;Stade;https://www.tellows.de/num/041411414159695;5;
+4941414159695;7;4;49;4141;1427;Aggressive Werbung;Go Energy;Stade;https://www.tellows.de/num/041411414159695;5;
017617669124641;8;15;49;176;1751;Gewinnspiel;Gewinnspiel Betrug;O2 (Germany);https://www.tellows.de/num/017617669124641;3;
+4917669124641;8;15;49;176;1751;Gewinnspiel;Gewinnspiel Betrug;O2 (Germany);https://www.tellows.de/num/017617669124641;3;
020820888025882;8;6;49;208;1233;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025882;7;
+4920888025882;8;6;49;208;1233;Telefonterror;Krankenkassen Fake;Oberhausen;https://www.tellows.de/num/020820888025882;7;
030930330750502;8;26;49;30;961;Telefonterror;Telefonterror;Berlin;https://www.tellows.de/num/030930330750502;7;
+4930330750502;8;26;49;30;961;Telefonterror;Telefonterror;Berlin;https://www.tellows.de/num/030930330750502;7;
021611619039956;7;11;49;2161;4467;Meinungsforschung;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039956;6;
+4921619039956;7;11;49;2161;4467;Meinungsforschung;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039956;6;
0681681876203944;7;21;49;681;21265;Vermarkter Hotline;Allianz;Saarbrücken;https://www.tellows.de/num/0681681876203944;9;
+49681876203944;7;21;49;681;21265;Vermarkter Hotline;Allianz;Saarbrücken;https://www.tellows.de/num/0681681876203944;9;
004923231470800;8;100;49;2323;100368;Meinungsforschung;data field;Herne;https://www.tellows.de/num/004923231470800;6;
023231470800;8;100;49;2323;100368;Meinungsforschung;data field;Herne;https://www.tellows.de/num/004923231470800;6;
021311315269121;7;5;49;2131;2874;Aggressive Werbung;Bank 11;Neuss;https://www.tellows.de/num/021311315269121;5;
+4921315269121;7;5;49;2131;2874;Aggressive Werbung;Bank 11;Neuss;https://www.tellows.de/num/021311315269121;5;
041411414183654;8;9;49;4141;1089;Aggressive Werbung;Go Energy;Stade;https://www.tellows.de/num/041411414183654;5;
+4941414183654;8;9;49;4141;1089;Aggressive Werbung;Go Energy;Stade;https://www.tellows.de/num/041411414183654;5;
